Reaper,2.49,2.63,0.315,1225,0.0,62,12.24,Roadhog,2.18,2.72,0.361,1339,0,313,11.78,60
Roadhog,2.18,2.72,0.361,1339,0,313,11.78,Roadhog,2.18,2.72,0.361,1339,0,313,11.78,50
Soldier:76,2.55,3.0,0.411,1491,0,165,3.22,Roadhog,2.18,2.72,0.361,1339,0,313,11.78,50
Torbjorn,2.35,3.55,0.335,1342,0.0,0.0,1.57,Roadhog,2.18,2.72,0.361,1339,0,313,11.78,82
Zarya,2.31,3.26,0.478,1084,534,0.0,0.0,Roadhog,2.18,2.72,0.361,1339,0,313,11.78,91
Zenyatta,1.67,2.16,0.343,863,0.0,655,1.09,Roadhog,2.18,2.72,0.361,1339,0,313,11.78,67
Ana,1.11,1.46,0.13,365,0.0,733,0.0,Soldier:76,2.55,3.0,0.411,1491,0,165,3.22,70
Bastion,2.41,2.59,0.309,1988,0,170,0.97,Soldier:76,2.55,3.0,0.411,1491,0,165,3.22,65
Lucio,1.42,1.87,0.324,476,0,821,1.37,Soldier:76,2.55,3.0,0.411,1491,0,165,3.22,91
McCree,2.18,2.3,0.478,1153,0.0,0.0,1.29,Soldier:76,2.55,3.0,0.411,1491,0,165,3.22,50
Mei,2.01,2.39,0.38,727,602,95,0.9,Soldier:76,2.55,3.0,0.411,1491,0,165,3.22,60
Reaper,2.49,2.63,0.315,1225,0.0,62,12.24,Soldier:76,2.55,3.0,0.411,1491,0,165,3.22,50
Roadhog,2.18,2.72,0.361,1339,0,313,11.78,Soldier:76,2.55,3.0,0.411,1491,0,165,3.22,50
Soldier:76,2.55,3.0,0.411,1491,0,165,3.22,Soldier:76,2.55,3.0,0.411,1491,0,165,3.22,50
Torbjorn,2.35,3.55,0.335,1342,0.0,0.0,1.57,Soldier:76,2.55,3.0,0.411,1491,0,165,3.22,73
Zarya,2.31,3.26,0.478,1084,534,0.0,0.0,Soldier:76,2.55,3.0,0.411,1491,0,165,3.22,50
Zenyatta,1.67,2.16,0.343,863,0.0,655,1.09,Soldier:76,2.55,3.0,0.411,1491,0,165,3.22,27
Ana,1.11,1.46,0.13,365,0.0,733,0.0,Torbjorn,2.35,3.55,0.335,1342,0.0,0.0,1.57,70
Bastion,2.41,2.59,0.309,1988,0,170,0.97,Torbjorn,2.35,3.55,0.335,1342,0.0,0.0,1.57,40
Lucio,1.42,1.87,0.324,476,0,821,1.37,Torbjorn,2.35,3.55,0.335,1342,0.0,0.0,1.57,60
McCree,2.18,2.3,0.478,1153,0.0,0.0,1.29,Torbjorn,2.35,3.55,0.335,1342,0.0,0.0,1.57,60
Mei,2.01,2.39,0.38,727,602,95,0.9,Torbjorn,2.35,3.55,0.335,1342,0.0,0.0,1.57,20
Reaper,2.49,2.63,0.315,1225,0.0,62,12.24,Torbjorn,2.35,3.55,0.335,1342,0.0,0.0,1.57,40
Roadhog,2.18,2.72,0.361,1339,0,313,11.78,Torbjorn,2.35,3.55,0.335,1342,0.0,0.0,1.57,18
Soldier:76,2.55,3.0,0.411,1491,0,165,3.22,Torbjorn,2.35,3.55,0.335,1342,0.0,0.0,1.57,73
Torbjorn,2.35,3.55,0.335,1342,0.0,0.0,1.57,Torbjorn,2.35,3.55,0.335,1342,0.0,0.0,1.57,50
Zarya,2.31,3.26,0.478,1084,534,0.0,0.0,Torbjorn,2.35,3.55,0.335,1342,0.0,0.0,1.57,27
Zenyatta,1.67,2.16,0.343,863,0.0,655,1.09,Torbjorn,2.35,3.55,0.335,1342,0.0,0.0,1.57,27
Ana,1.11,1.46,0.13,365,0.0,733,0.0,Zarya,2.31,3.26,0.478,1084,534,0.0,0.0,73
Bastion,2.41,2.59,0.309,1988,0,170,0.97,Zarya,2.31,3.26,0.478,1084,534,0.0,0.0,65
Lucio,1.42,1.87,0.324,476,0,821,1.37,Zarya,2.31,3.26,0.478,1084,534,0.0,0.0,90
McCree,2.18,2.3,0.478,1153,0.0,0.0,1.29,Zarya,2.31,3.26,0.478,1084,534,0.0,0.0,67
Mei,2.01,2.39,0.38,727,602,95,0.9,Zarya,2.31,3.26,0.478,1084,534,0.0,0.0,30
Reaper,2.49,2.63,0.315,1225,0.0,62,12.24,Zarya,2.31,3.26,0.478,1084,534,0.0,0.0,50
Roadhog,2.18,2.72,0.361,1339,0,313,11.78,Zarya,2.31,3.26,0.478,1084,534,0.0,0.0,91
Soldier:76,2.55,3.0,0.411,1491,0,165,3.22,Zarya,2.31,3.26,0.478,1084,534,0.0,0.0,50
Torbjorn,2.35,3.55,0.335,1342,0.0,0.0,1.57,Zarya,2.31,3.26,0.478,1084,534,0.0,0.0,73
Zarya,2.31,3.26,0.478,1084,534,0.0,0.0,Zarya,2.31,3.26,0.478,1084,534,0.0,0.0,50
Zenyatta,1.67,2.16,0.343,863,0.0,655,1.09,Zarya,2.31,3.26,0.478,1084,534,0.0,0.0,70
Ana,1.11,1.46,0.13,365,0.0,733,0.0,Zenyatta,1.67,2.16,0.343,863,0.0,655,1.09,90
Bastion,2.41,2.59,0.309,1988,0,170,0.97,Zenyatta,1.67,2.16,0.343,863,0.0,655,1.09,90
Lucio,1.42,1.87,0.324,476,0,821,1.37,Zenyatta,1.67,2.16,0.343,863,0.0,655,1.09,100
McCree,2.18,2.3,0.478,1153,0.0,0.0,1.29,Zenyatta,1.67,2.16,0.343,863,0.0,655,1.09,50
Mei,2.01,2.39,0.38,727,602,95,0.9,Zenyatta,1.67,2.16,0.343,863,0.0,655,1.09,30
Reaper,2.49,2.63,0.315,1225,0.0,62,12.24,Zenyatta,1.67,2.16,0.343,863,0.0,655,1.09,45
Roadhog,2.18,2.72,0.361,1339,0,313,11.78,Zenyatta,1.67,2.16,0.343,863,0.0,655,1.09,33
Soldier:76,2.55,3.0,0.411,1491,0,165,3.22,Zenyatta,1.67,2.16,0.343,863,0.0,655,1.09,73
Torbjorn,2.35,3.55,0.335,1342,0.0,0.0,1.57,Zenyatta,1.67,2.16,0.343,863,0.0,655,1.09,73
Zarya,2.31,3.26,0.478,1084,534,0.0,0.0,Zenyatta,1.67,2.16,0.343,863,0.0,655,1.09,30
Zenyatta,1.67,2.16,0.343,863,0.0,655,1.09,Zenyatta,1.67,2.16,0.343,863,0.0,655,1.09,50
