Bastion,2.41,2.59,0.309,1988,0,170,0.97,Mei,2.01,2.39,0.38,727,602,95,0.9,0.4
Lucio,1.42,1.87,0.324,476,0,821,1.37,Mei,2.01,2.39,0.38,727,602,95,0.9,1.0
McCree,2.18,2.3,0.478,1153,0.0,0.0,1.29,Mei,2.01,2.39,0.38,727,602,95,0.9,0.7
Mei,2.01,2.39,0.38,727,602,95,0.9,Mei,2.01,2.39,0.38,727,602,95,0.9,0.5
Reaper,2.49,2.63,0.315,1225,0.0,62,12.24,Mei,2.01,2.39,0.38,727,602,95,0.9,0.6
Roadhog,2.18,2.72,0.361,1339,0,313,11.78,Mei,2.01,2.39,0.38,727,602,95,0.9,0.25
Soldier:76,2.55,3.0,0.411,1491,0,165,3.22,Mei,2.01,2.39,0.38,727,602,95,0.9,0.4
Torbjorn,2.35,3.55,0.335,1342,0.0,0.0,1.57,Mei,2.01,2.39,0.38,727,602,95,0.9,0.8
Zarya,2.31,3.26,0.478,1084,534,0.0,0.0,Mei,2.01,2.39,0.38,727,602,95,0.9,0.7
Zenyatta,1.67,2.16,0.343,863,0.0,655,1.09,Mei,2.01,2.39,0.38,727,602,95,0.9,0.7
Ana,1.11,1.46,0.13,365,0.0,733,0.0,Reaper,2.49,6.63,0.315,1225,0.0,62,12.24,0.619047
Bastion,2.41,2.59,0.309,1988,0,170,0.97,Reaper,2.49,6.63,0.315,1225,0.0,62,12.24,0.45
Lucio,1.42,1.87,0.324,476,0,821,1.37,Reaper,2.49,6.63,0.315,1225,0.0,62,12.24,0.7
McCree,2.18,2.3,0.478,1153,0.0,0.0,1.29,Reaper,2.49,6.63,0.315,1225,0.0,62,12.24,0.75
Mei,2.01,2.39,0.38,727,602,95,0.9,Reaper,2.49,6.63,0.315,1225,0.0,62,12.24,0.4
Reaper,2.49,2.63,0.315,1225,0.0,62,12.24,Reaper,2.49,6.63,0.315,1225,0.0,62,12.24,0.5
Roadhog,2.18,2.72,0.361,1339,0,313,11.78,Reaper,2.49,6.63,0.315,1225,0.0,62,12.24,0.4
Soldier:76,2.55,3.0,0.411,1491,0,165,3.22,Reaper,2.49,6.63,0.315,1225,0.0,62,12.24,0.5
Torbjorn,2.35,3.55,0.335,1342,0.0,0.0,1.57,Reaper,2.49,6.63,0.315,1225,0.0,62,12.24,0.6
Zarya,2.31,3.26,0.478,1084,534,0.0,0.0,Reaper,2.49,6.63,0.315,1225,0.0,62,12.24,0.5
Zenyatta,1.67,2.16,0.343,863,0.0,655,1.09,Reaper,2.49,6.63,0.315,1225,0.0,62,12.24,0.5454
Ana,1.11,1.46,0.13,365,0.0,733,0.0,Roadhog,2.18,2.72,0.361,1339,0,313,11.78,1.0
Bastion,2.41,2.59,0.309,1988,0,170,0.97,Roadhog,2.18,2.72,0.361,1339,0,313,11.78,0.6
Lucio,1.42,1.87,0.324,476,0,821,1.37,Roadhog,2.18,2.72,0.361,1339,0,313,11.78,1.0
McCree,2.18,2.3,0.478,1153,0.0,0.0,1.29,Roadhog,2.18,2.72,0.361,1339,0,313,11.78,0.8
Mei,2.01,2.39,0.38,727,602,95,0.9,Roadhog,2.18,2.72,0.361,1339,0,313,11.78,0.75
Reaper,2.49,2.63,0.315,1225,0.0,62,12.24,Roadhog,2.18,2.72,0.361,1339,0,313,11.78,0.6
Roadhog,2.18,2.72,0.361,1339,0,313,11.78,Roadhog,2.18,2.72,0.361,1339,0,313,11.78,0.5
Soldier:76,2.55,3.0,0.411,1491,0,165,3.22,Roadhog,2.18,2.72,0.361,1339,0,313,11.78,0.5
Torbjorn,2.35,3.55,0.335,1342,0.0,0.0,1.57,Roadhog,2.18,2.72,0.361,1339,0,313,11.78,0.8181
Zarya,2.31,3.26,0.478,1084,534,0.0,0.0,Roadhog,2.18,2.72,0.361,1339,0,313,11.78,0.9090
Zenyatta,1.67,2.16,0.343,863,0.0,655,1.09,Roadhog,2.18,2.72,0.361,1339,0,313,11.78,0.6666
Ana,1.11,1.46,0.13,365,0.0,733,0.0,Soldier:76,2.55,3.0,0.411,1491,0,165,3.22,0.7
Bastion,2.41,2.59,0.309,1988,0,170,0.97,Soldier:76,2.55,3.0,0.411,1491,0,165,3.22,0.65
Lucio,1.42,1.87,0.324,476,0,821,1.37,Soldier:76,2.55,3.0,0.411,1491,0,165,3.22,0.9090
McCree,2.18,2.3,0.478,1153,0.0,0.0,1.29,Soldier:76,2.55,3.0,0.411,1491,0,165,3.22,0.5
Mei,2.01,2.39,0.38,727,602,95,0.9,Soldier:76,2.55,3.0,0.411,1491,0,165,3.22,0.6
Reaper,2.49,2.63,0.315,1225,0.0,62,12.24,Soldier:76,2.55,3.0,0.411,1491,0,165,3.22,0.5
Roadhog,2.18,2.72,0.361,1339,0,313,11.78,Soldier:76,2.55,3.0,0.411,1491,0,165,3.22,0.5
Soldier:76,2.55,3.0,0.411,1491,0,165,3.22,Soldier:76,2.55,3.0,0.411,1491,0,165,3.22,0.5
Torbjorn,2.35,3.55,0.335,1342,0.0,0.0,1.57,Soldier:76,2.55,3.0,0.411,1491,0,165,3.22,0.7272
Zarya,2.31,3.26,0.478,1084,534,0.0,0.0,Soldier:76,2.55,3.0,0.411,1491,0,165,3.22,0.5
Zenyatta,1.67,2.16,0.343,863,0.0,655,1.09,Soldier:76,2.55,3.0,0.411,1491,0,165,3.22,0.2727
Ana,1.11,1.46,0.13,365,0.0,733,0.0,Torbjorn,2.35,3.55,0.335,1342,0.0,0.0,1.57,0.7
Bastion,2.41,2.59,0.309,1988,0,170,0.97,Torbjorn,2.35,3.55,0.335,1342,0.0,0.0,1.57,0.4
Lucio,1.42,1.87,0.324,476,0,821,1.37,Torbjorn,2.35,3.55,0.335,1342,0.0,0.0,1.57,0.6
McCree,2.18,2.3,0.478,1153,0.0,0.0,1.29,Torbjorn,2.35,3.55,0.335,1342,0.0,0.0,1.57,0.6
Mei,2.01,2.39,0.38,727,602,95,0.9,Torbjorn,2.35,3.55,0.335,1342,0.0,0.0,1.57,0.2
Reaper,2.49,2.63,0.315,1225,0.0,62,12.24,Torbjorn,2.35,3.55,0.335,1342,0.0,0.0,1.57,0.4
Roadhog,2.18,2.72,0.361,1339,0,313,11.78,Torbjorn,2.35,3.55,0.335,1342,0.0,0.0,1.57,0.1818
Soldier:76,2.55,3.0,0.411,1491,0,165,3.22,Torbjorn,2.35,3.55,0.335,1342,0.0,0.0,1.57,0.7272
Torbjorn,2.35,3.55,0.335,1342,0.0,0.0,1.57,Torbjorn,2.35,3.55,0.335,1342,0.0,0.0,1.57,0.5
Zarya,2.31,3.26,0.478,1084,534,0.0,0.0,Torbjorn,2.35,3.55,0.335,1342,0.0,0.0,1.57,0.2727
Zenyatta,1.67,2.16,0.343,863,0.0,655,1.09,Torbjorn,2.35,3.55,0.335,1342,0.0,0.0,1.57,0.2727
Ana,1.11,1.46,0.13,365,0.0,733,0.0,Zarya,2.31,3.26,0.478,1084,534,0.0,0.0,0.7272
Bastion,2.41,2.59,0.309,1988,0,170,0.97,Zarya,2.31,3.26,0.478,1084,534,0.0,0.0,0.65
Lucio,1.42,1.87,0.324,476,0,821,1.37,Zarya,2.31,3.26,0.478,1084,534,0.0,0.0,0.9
McCree,2.18,2.3,0.478,1153,0.0,0.0,1.29,Zarya,2.31,3.26,0.478,1084,534,0.0,0.0,0.6666
Mei,2.01,2.39,0.38,727,602,95,0.9,Zarya,2.31,3.26,0.478,1084,534,0.0,0.0,0.3
Reaper,2.49,2.63,0.315,1225,0.0,62,12.24,Zarya,2.31,3.26,0.478,1084,534,0.0,0.0,0.5
Roadhog,2.18,2.72,0.361,1339,0,313,11.78,Zarya,2.31,3.26,0.478,1084,534,0.0,0.0,0.9090
Soldier:76,2.55,3.0,0.411,1491,0,165,3.22,Zarya,2.31,3.26,0.478,1084,534,0.0,0.0,0.5
Torbjorn,2.35,3.55,0.335,1342,0.0,0.0,1.57,Zarya,2.31,3.26,0.478,1084,534,0.0,0.0,0.7272
Zarya,2.31,3.26,0.478,1084,534,0.0,0.0,Zarya,2.31,3.26,0.478,1084,534,0.0,0.0,0.5
Zenyatta,1.67,2.16,0.343,863,0.0,655,1.09,Zarya,2.31,3.26,0.478,1084,534,0.0,0.0,0.7
Ana,1.11,1.46,0.13,365,0.0,733,0.0,Zenyatta,1.67,2.16,0.343,863,0.0,655,1.09,0.9
Bastion,2.41,2.59,0.309,1988,0,170,0.97,Zenyatta,1.67,2.16,0.343,863,0.0,655,1.09,0.9
Lucio,1.42,1.87,0.324,476,0,821,1.37,Zenyatta,1.67,2.16,0.343,863,0.0,655,1.09,1.0
McCree,2.18,2.3,0.478,1153,0.0,0.0,1.29,Zenyatta,1.67,2.16,0.343,863,0.0,655,1.09,0.5
Mei,2.01,2.39,0.38,727,602,95,0.9,Zenyatta,1.67,2.16,0.343,863,0.0,655,1.09,0.3
Reaper,2.49,2.63,0.315,1225,0.0,62,12.24,Zenyatta,1.67,2.16,0.343,863,0.0,655,1.09,0.4545
Roadhog,2.18,2.72,0.361,1339,0,313,11.78,Zenyatta,1.67,2.16,0.343,863,0.0,655,1.09,0.3333
Soldier:76,2.55,3.0,0.411,1491,0,165,3.22,Zenyatta,1.67,2.16,0.343,863,0.0,655,1.09,0.7272
Torbjorn,2.35,3.55,0.335,1342,0.0,0.0,1.57,Zenyatta,1.67,2.16,0.343,863,0.0,655,1.09,0.7272
Zarya,2.31,3.26,0.478,1084,534,0.0,0.0,Zenyatta,1.67,2.16,0.343,863,0.0,655,1.09,0.3
Zenyatta,1.67,2.16,0.343,863,0.0,655,1.09,Zenyatta,1.67,2.16,0.343,863,0.0,655,1.09,0.5
